mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,,
26552916.5,26877590,26520488,26207601.5,26982992,26481549.5,26240061,26551885.5,292585.100435754
26837730.5,27125491,26571012,27272206.5,27423471,27222601,26779415.5,27033132.5,308236.527493093
26271722.5,26981234.5,26253742,26909456,27102350.5,26348729.5,26417334,26612081.2857143,368917.681382859
26482101.5,26927669.5,26530018,26261018,27186609.5,26676594.5,26198123,26608876.2857143,354025.578429353
26450084,26473137.5,26746305.5,26273421.5,27443856,26398304.5,26202659,26569681.1428571,422462.420222765
26433185,26508062.5,26359602.5,26523109.5,26994152.5,26836820,26655871,26615829,228323.757246153
26348271,26485009,26578839.5,26804623.5,27162320.5,26756456,26401305.5,26648117.8571429,283685.270087838
27097663,26713003.5,26610994.5,26556849,26877820.5,26919979,26687664,26780567.6428571,192112.897554562
26722436,26333322,26792342,25988225,27054960.5,26782250,26396506.5,26581434.5714286,359762.148973738
26938337.5,26348874,26844037.5,26463969.5,26739423.5,26790040.5,26920344.5,26720718.1428571,227947.341392465
27614633,26795063.5,26907723.5,26396764.5,26833292,26916003.5,26673060,26876648.5714286,371350.782727893
27429286,26763966,26853215,26140188.5,26889681.5,26881589.5,26323001,26754418.2142857,420944.600539554
27277302,26267852.5,27257202.5,25975236.5,27088784.5,26671283.5,26430828.5,26709784.2857143,513086.577066504
26489406,26319525,26862136.5,26327129.5,26823219.5,26338573,26885733.5,26577960.4285714,267857.414941144
26372208.5,26531809.5,26620372.5,26214794.5,27100238.5,26628743,26242962.5,26530161.2857143,302692.252679992
26213139.5,26373879,27062165.5,26944328.5,26719886.5,26328195.5,25919075,26508667.0714286,413615.805275301
26420805.5,26281299.5,26791318,26261266.5,27265138.5,26838057,26249898.5,26586826.2142857,388471.409930411
26444618,26127362,26675706.5,26911785,26927885.5,26250142,26276690,26516312.7142857,325547.116451144
26562020,26512076,26512199,26353673,26845441.5,26795499.5,26015294.5,26513743.3571429,278633.49996003
26503005,26539437,26466083,26182007.5,26209691.5,26542768,26084088.5,26361011.5,194807.503637993
26617614.5,26835006,26886972.5,28689275,27403881,26852930,26773277,27151279.4285714,720627.208207685
26006423,26921316,26411208.5,26227286,26991606,26325104.5,26021639.5,26414940.5,398712.535625188
26209063,26621609,26726271,26625352,27153641,26478613.5,26003766,26545473.6428571,370994.594042231
26248813.5,26417338.5,26532558,26044321.5,26981945,26212117.5,26005467.5,26348937.3571429,336303.621749097
26447174.5,26203600,26491456.5,26598229,27028143,26568341,26518291,26550747.8571429,247075.591557981
26322565.5,26370845,26679415.5,26614045,26515444.5,26524268.5,25889394,26416568.2857143,264039.587545892
26509996.5,26412194.5,26856058.5,26025813.5,26899265.5,26408434.5,25806803.5,26416938.0714286,399888.277750531
26521986,26098511.5,26710520,26089011,26819414.5,26604384.5,25882208.5,26389433.7142857,361460.184002662
26399637.5,26241271,26804605,26411418.5,26293880.5,26487337,26453945,26441727.7857143,181952.979816411
26030282,26398429,26609126,26177408,26699345.5,26387325.5,25970303.5,26324602.7857143,278265.168464491
26288014.5,26626800,26377260,26130162,26862222,26359275,26132033,26396538.0714286,265938.203162005
26459192,26249807,26738537,25971882,26830261.5,26345173.5,26040264,26376445.2857143,325988.515552038
26296266.5,26912292,26544485,26602851.5,26587261.5,26215715,26390775.5,26507092.4285714,232400.438456885
26104539.5,26527972,27000381,26454183.5,26552797.5,26416879,25912061.5,26424116.2857143,347541.778411946
26234844,26578688,26870262,25946689,26835906.5,26221055.5,25840383,26361118.2857143,410379.377449681
25867858.5,26282141.5,26493993.5,26074129.5,26325238.5,27104149.5,26016956.5,26309209.6428571,408764.288910463
25768488,26178641,26202921.5,26588951.5,26624581,26834456.5,26481660.5,26382814.2857143,357337.349788783
26074412.5,26431147,26147165.5,26026970.5,26794355.5,26591262,25890266.5,26279368.5,331691.520976569
26137964,26713294,26199508.5,26559651,26400215.5,26223567.5,25918452.5,26307521.8571429,269460.0462078
26075921,26180256,25988363,26863002.5,26686792,26323507.5,26162119,26325708.7142857,327410.220926269
26167556.5,26288294.5,26576992,26814541.5,27005586.5,26045499,26404201.5,26471810.2142857,347851.883029719
25691983,26309296,26432740.5,26071954,27139682,26386905,26257850.5,26327201.5714286,437533.150828448
25753283,26262532.5,26469783,25754230,26479019.5,26207862,26003148,26132836.8571429,305518.231767314
25816914,26213168.5,26431548,26127398,26822439,26511444,26312254.5,26319309.4285714,317069.757808702
25534832.5,25906032,26290263,26596459,26368310.5,26382229,25942174.5,26145757.2142857,365514.705271308
25571845.5,26053947,26768239,26589523,26817829,26682723.5,25941384.5,26346498.7857143,486812.190232268
25797374.5,25863566.5,26420516,26154792.5,26229046,26605131,25721165.5,26113084.5714286,333502.3865696
25817383.5,26037702.5,26471484.5,26765043.5,26488646,26168010.5,26076896.5,26260738.1428571,326441.499191243
26133290,26581621,26724089,26417550.5,26493449,26443970,26059052,26407574.5,236633.371683391
26294833.5,27106108,26328886,26208418,26298463.5,26409619,26066348,26387525.1428571,334675.428033978
26100997.5,26708177,27070269.5,26244865.5,26171467,26250352,25911935,26351151.9285714,398712.476959215
26264047,26409186,26287354,26666068.5,26571992,25996239,26523573,26388351.3571429,226926.497705152
25926311.5,26660463,26861035,26211469.5,26888265,26436671,26196989.5,26454457.7857143,365267.019374966
25968889,26506352,26268686,26395001.5,26200973,25897174.5,25736405,26139068.7142857,280072.430208071
25824996.5,26838901,26309830,26617825.5,26104689,26264665.5,25913087,26267713.5,364909.108949978
25627033,26591183.5,28410756,26110486,26372648.5,26009381.5,25961887,26440482.2142857,921483.352322261
25994249.5,26482392,26956772,25974525,26899198.5,26746628,25930588.5,26426336.2142857,455940.062099071
26103868,26397133.5,26924114,26113226,26867188,26082213,25633756.5,26303071.2857143,462827.049546575
26023042.5,26462919,26386482,27499384,26399019.5,26291965.5,25785089,26406843.0714286,539188.252878453
25826348,26702517.5,26366333.5,26072664.5,26891414,26052735.5,26002527.5,26273505.7857143,395165.504266024
25662307.5,26307515.5,26179109.5,25943366,26398638,26097933,25696830,26040814.2142857,286543.832034306
26011700.5,26609727.5,26411624,25730939.5,26510839,26144163,25667310,26155186.2142857,373625.293320377
26159198.5,26524312.5,26364378.5,26089333.5,26171725,26150825.5,25949794,26201366.7857143,187935.404830103
25814859.5,26244916.5,26355868,26001900,26309917.5,26294417.5,25863862.5,26126534.5,227337.422613575
26521926,26147580,26298183,25716522,25918344.5,26101251,25552509,26036616.5,334475.133132868
26094270,25990235,26244610.5,25795523.5,26023655,26587357,25963676,26099903.8571429,254174.774723141
26125037.5,26046843,26151138.5,26207211.5,25736385.5,26116878,25919786,26043325.7142857,163327.702095832
26050867,26118275.5,26381607.5,25927732,26069653.5,26105166.5,25979537.5,26090405.6428571,145224.853438474
25891292,26459755.5,26153628.5,25729232,25930471.5,26188851.5,25804360,26022513,256689.124448881
25752423,25689953.5,26169679,25601798.5,25979356,25985793,25946181.5,25875026.3571429,199572.111194115
25918617,25641633,26110137.5,26074754.5,26167273,25881722,26344233.5,26019767.2142857,227486.281112154
25700358.5,25961743,26200513.5,25631755.5,26469220,26049111,25812171.5,25974981.8571429,294543.656600867
25852757.5,26058682,26224708.5,25733414,26338369,25826776,25772654,25972480.1428571,237195.726701023
25899960.5,25636454.5,26416646,25991049.5,26427379,25940899,26606180.5,26131224.1428571,353296.225953721
26018884.5,25717385,25858672,26177276.5,26340432.5,25764402.5,25831362,25958345,230695.215429724
25982465,26066317,26541431,25918753.5,26569952.5,26045436,25658024,26111768.4285714,331880.133428776
26152137.5,26042030,26227593.5,25693145.5,26258339.5,26070218,26436945.5,26125772.7857143,231923.300751537
25933956,26326099.5,26191707,26132585,26967360,26298479.5,25479143,26189904.2857143,448842.025244021
25803622.5,25804061,26097517.5,32891543.5,26335306,25879553.5,26039846,26978778.5714286,2614138.17611483
25713335,26224033,26025531.5,30024557,26924651,25927856.5,25631043.5,26638715.3571429,1552991.22202874
25855938,25977957,26042225,25510103,27187430,25766554.5,25394148,25962050.7857143,589418.38948053
26075546,25781042,26343581.5,25924136,27190037.5,26064308,25601264.5,26139987.9285714,519549.777167487
25825561.5,25745952,25983500,26076354.5,26516998,25991841.5,25927734.5,26009706,249328.360073284
25748845,26006033.5,26231641.5,25789148.5,26079316.5,26231896,25575932.5,25951830.5,253275.008029645
25673053,25821611.5,25704115,25691520.5,26096646,26613169,25718275,25902627.1428571,346347.529520894
25401282,25611080,26526064.5,25951634,26008104.5,25921564.5,25548277,25852572.3571429,375706.500742458
25643530.5,26022892,26041044.5,25546897.5,26160376,26003477,26249808,25952575.0714286,260439.946820668
25484695,25892638,26099315,25723290.5,26135235.5,26256504.5,26021252.5,25944704.4285714,266654.934601416
25533289,25611025,26119531,25501951,25865619,26039420.5,25743446,25773468.7857143,244157.94788242
25880237.5,25262643.5,26219860.5,26053040,26253701,25877089.5,26982027.5,26075514.2142857,518511.004192442
25197876.5,25933465.5,26136486,25543797,26199384.5,25840631,25919350.5,25824427.2857143,348916.204646003
25496609.5,25821382,26371245,25577968,26087228.5,25899305.5,25580115.5,25833407.7142857,316496.578109313
25275275.5,25478743.5,26086210,26182522.5,26006434,26195147,25399142.5,25803353.5714286,401278.233685954
25694722.5,25368314,26199781.5,26223999.5,26741865.5,25620962.5,25820457,25952871.7857143,464225.52594221
25355360,25748186,25933456.5,25751512.5,26083931.5,25714623,25848432,25776500.2142857,226177.438894565
25304789,26199859.5,26014868.5,25594523.5,25972445.5,25715312,25779032,25797261.4285714,297435.507023431
25461725.5,25882506,26105054,25946188,26124576,26272073.5,25371413,25880505.1428571,342098.424240831
25451392,26068232.5,26130882,25859436.5,26200771.5,25678667.5,25826596,25887996.8571429,267187.324141652
25433101.5,26215148,26041807,25657609.5,26609271.5,25707061,25832102.5,25928014.4285714,394880.315713448
25911840,26117957.5,25915820.5,25281066,25863696.5,25636696,25403403.5,25732925.7142857,303543.941820189
25904944.5,25746859.5,26719990,25483076.5,25497345.5,25910032.5,25739205.5,25857350.5714286,417340.512077611
25741061,25966641.5,26222337.5,25866624.5,26534873.5,25969004.5,25841441,26020283.3571429,272242.728588037
25839940.5,26190977.5,25729578.5,25336376.5,25888124.5,25668410,25720639.5,25767721,257698.465308617
25701351.5,25990243,25977558.5,25148248,25451417.5,25851692,25234702,25622173.2142857,347519.473550147
25840843.5,25595241,26033569.5,25527158,25506975,26610220,25440788,25793542.1428571,417063.812144768
26023166,25868242.5,25845234.5,25664603,25812950,25540740.5,25877939.5,25804696.5714286,157131.559518192
25882656.5,25825056,26590283,25735482.5,25598662,25758862.5,25948539.5,25905648.8571429,322058.775206446
25489114,25497773.5,25528728,25212299.5,25651438,26246866,25716892.5,25620444.5,318840.82791601
25865815,25194353.5,25954513,26037368.5,25707584,25697458.5,25916365.5,25767636.8571429,281845.750931207
25748651.5,25335922,25755496.5,25736888.5,26373193.5,25467433.5,26147539.5,25795017.8571429,361416.172547512
25661394,25696811,25756206,25448176.5,26000440,26181893.5,25364589,25729930,287747.060833092
25631271.5,25428558,25863698.5,25433854,25968398.5,25504643,25348427,25596978.6428571,236483.665638121
25799469.5,25236755.5,25979957.5,25645804.5,25636453.5,25699125,25356217,25621968.9285714,253445.174825909
25703737.5,25292138,25977022,25627282,26371486,25441461,26001028.5,25773450.7142857,369455.329840187
25459633,25531689,26015038,25390857.5,25692854,25653193.5,25529423.5,25610384.0714286,206576.889516839
25630448.5,25427971.5,25791883,25696957,25772873,25752036,25262620.5,25619255.6428571,200403.821268814
25918786,25388070.5,25884206,25957995,26291529.5,25967395.5,25332850.5,25820119,341776.44648732
25721912.5,25424697,25905017.5,25541618.5,26143988,25600951,25714453.5,25721805.4285714,240556.781070746
25866339,25660328.5,25582566.5,25445530.5,26371148.5,25592005.5,25340162.5,25694011.5714286,341350.983284853
26178730.5,25576115.5,25661316,25294418,25822408,25759619.5,25174713.5,25638188.7142857,336214.99485335
25829308,25261631,25683185.5,25603213,26170311,25608667,25420403,25653816.9285714,291923.760942594
26009941.5,25292245,25659858.5,25430164,25652054.5,25819126,25579686,25634725.0714286,237307.887110014
26047403,25480013,25849316,25171797.5,25814382.5,25734195,25273767,25624410.5714286,323085.944726326
26056654.5,25446579.5,25585368,24998115,26050565.5,25705793,25769321,25658913.7857143,368131.77475134
25967163.5,25130941,25863058.5,26075744.5,26189401,26056068,25432468.5,25816406.4285714,388585.930338819
26086545.5,25478667.5,25816413.5,25363079.5,25705938.5,25648418,25631473,25675790.7857143,234080.591987008
25800526.5,25708933,25638556.5,25133011,26068171.5,25848404.5,25311783,25644198,321954.124888935
25840654,25173095,25950418.5,24989818.5,25204589,25531768,25399765.5,25441444.0714286,355995.378519795
26298962,25047817.5,25859784.5,25357830,25753698.5,25426206.5,25908799,25664728.2857143,416221.828122823
25669295.5,25497170.5,25868716,25581565.5,25967972.5,25522555.5,25377952.5,25640746.8571429,210953.490474542
25505585,25216636.5,25743618,25093619,25507517.5,25398998,25221277,25383893,223009.675365031
25574630.5,25138282,25540452,25002281.5,25880810,25678239,25152024,25423817,327367.133346874
25498086,25002217,25951363.5,25459487,25575089,25371327.5,25500088,25479665.4285714,280613.139731913
25460770.5,25262183.5,25796811,25274400.5,25949768.5,25665988.5,25455716.5,25552234.1428571,261340.6524699
25439883,25422141,26228687,25064391,25749965.5,25490782.5,25374320,25538595.7142857,364772.027936155
25442042.5,25556180,25560967.5,25577572.5,26160976.5,25590471.5,25154109.5,25577474.2857143,299707.969598443
25235298,25334494,25705866,25714446.5,25901472,25305500,25224253,25488761.3571429,276884.383602722
25510197.5,25548941,25647123.5,25646664.5,25928123,25378849,25298693.5,25565513.1428571,205792.120825384
25335154,25473987.5,25345923,25130758,25655448.5,25369738.5,25494147,25400736.6428571,163362.727292089
25367485,25461788,25358591,24881572.5,25527221,25922818.5,25272247,25398817.5714286,311232.005915527
25181681,25421660,25149040.5,25435141.5,25818429.5,25443968,25431530.5,25411635.8571429,219624.979130281
25236345.5,25738455.5,25395050.5,25161534.5,25967119,25382491.5,25714447.5,25513634.8571429,296828.453761696
25804291.5,25472374.5,25910398.5,25133829,25489511.5,25688604,25729774.5,25604111.9285714,260917.406429766
25480979,25469189.5,25729315.5,25018231.5,25423951.5,25709275,25294732,25446524.8571429,244163.465380558
25563130.5,25397161,25521703.5,25550027,25489255.5,25348035.5,25283756,25450438.4285714,108251.81917772
25287826.5,25561923,25672312,25886380.5,25947358,25617156,25528614,25643081.4285714,223308.744132876
25087540.5,25421581,25436653,25175426.5,25075873,25303339.5,25513661,25287724.9285714,177460.757949804
25414994,25109830,25548513,24945013,26061224,25362081,25314111,25393680.8571429,355725.821002369
25365973.5,24884696.5,25715522,25698087,25531907.5,25417573,25505564.5,25445617.7142857,279699.518357477
25459460,25232425,25828657,24897032,25633985.5,25438989.5,25387273,25411117.4285714,295495.825187998
25078921,25060553.5,25633069.5,24943385,25057499.5,25412438.5,25033309,25174168,250352.169737618
25300960,24978611,25671209.5,25114786,25807999,25400764.5,24921710,25313720,337982.902271821
25783141,24814803,25585159.5,25847238,26026700.5,25190152,25156169,25486194.7142857,441171.731253626
25323162,25143665,25404038.5,25039545.5,25394367.5,25467055.5,25144879,25273816.1428571,163153.197779907
25464607.5,25172739,25370830,25015682,25334841,25365718.5,25193027.5,25273920.7857143,153492.486003077
25355697,25089133,25568507,25268822,25255036,25392769,25129201.5,25294166.5,163399.761543329
25146761,25215267.5,25592368.5,26139034.5,25533132.5,25189015,25462051,25468232.8571429,345189.059184687
24849469.5,25226812,25382175.5,24864149.5,25880149.5,25304760,25131495,25234144.4285714,351113.473320405
24971166.5,25095979.5,25419846.5,24999499.5,25225539.5,25279752,25233188,25174995.9285714,160963.575070684
25132616.5,25216002,25445784,24804367.5,25829064,25627934,24938796,25284937.7142857,369302.743175101
25185371.5,24873002,25353231.5,25436068,25823149,25551905,25057418.5,25325735.0714286,318372.373772891
25075448,25154954,25511125.5,25521789,25516835,25628806,25240577.5,25378505,216312.609928124
25458904.5,24912116,25526611.5,24847840,25529555,25347688.5,24860196,25211844.5,322878.609624938
25345623.5,24881823.5,25307861.5,25009845.5,25603376.5,25636479.5,25043451.5,25261208.7857143,294885.318200547
25418584.5,25010697,25652783.5,25452924,25435679,25688110,25313764,25424648.8571429,225856.408965725
25035101.5,25174488.5,25503583,24858620,25575929.5,25562190.5,25434517,25306347.1428571,284276.995556522
25056765.5,24967225,25573378,24848693,25683161.5,25017199,25244980,25198771.7142857,317910.349530317
24898326,25428097,25289302.5,25034243.5,25648144,25307634,25130187,25247990.5714286,251547.182625916
25129670,24836812.5,25261725.5,25289628,25315282,25051676,25231519.5,25159473.3571429,170039.824110833
24741841.5,25106788.5,25500880.5,24846473,25797262.5,25261307.5,25078273.5,25190403.8571429,367142.536449709
25079773.5,24724799.5,25346259.5,25035068.5,25241116.5,25113414.5,24795194.5,25047946.6428571,223635.757359617
24953684.5,24938845,25500549.5,25064120.5,24950328,25276146.5,24892063,25082248.1428571,224932.432086785
24906840,24724173.5,25468589.5,25197615,25378688.5,25036354.5,24962361.5,25096374.6428571,265992.99342945
24909920.5,25142722.5,25031333,25064199,25826277.5,24932089,25024209,25132964.3571429,315637.751632009
25207268,25143824.5,25351674.5,25296941,25714612,25260819,24758709,25247692.5714286,283710.932833408
25048994,24947867,25418378.5,25520209.5,25344087,25228562.5,24636494.5,25163513.2857143,307244.072670634
24944376.5,25126603,25344361,25073375.5,25787345.5,25008343,24919164.5,25171938.4285714,306231.914629178
24901529.5,25015828.5,25243975,24729551,25421735,25086859,24957800,25051039.7142857,227875.628386015
25213313.5,25037574,25151211.5,24665141.5,25121883.5,25179897.5,25427732,25113821.9285714,231442.912129253
25044387.5,24856538,25379426,24777972,25420880.5,25354702,25350428,25169190.5714286,271166.510624688
24646646,24659594.5,25490367.5,25045651,25273928,24947009,25439938.5,25071876.3571429,346050.636140112
24639884,24894364.5,25119172.5,24787038.5,25131567,25197418,24971548.5,24962999,203267.799389951
24831796.5,25155457.5,25262246.5,24645684.5,25169586,25449099,24744609.5,25036925.6428571,298021.604643399
25297584,24881127,25786601,25078732,25823065.5,25375797.5,25056794.5,25328528.7857143,363775.329115016
24908318,24524962,25335921,25127286,25532671.5,25025987.5,25116573.5,25081674.2142857,320005.273816289
25082800,25077315.5,25346915,24517639.5,25148357,25266429.5,24955129,25056369.3571429,270376.450315992
25267746,24989342.5,25383331,24686079.5,25189321,25076104.5,24946131.5,25076865.1428571,231109.151214982
25251045.5,24623435,25362176,24581269,25596216,25201905.5,24786299.5,25057478.0714286,393724.374838692
24886315,24466696.5,25476903,25260908,25627621.5,24903500.5,25012053,25090571.0714286,395556.717577415
24749459.5,25036459,25378708.5,24837028.5,25225659,25189326,24974143.5,25055826.2857143,223494.4057907
25056325,24836189.5,24981716,24543148.5,25057710.5,25162916,24821397.5,24922771.8571429,207796.237843653
25052314,24521737.5,25370193,24622148.5,25191942,24874985,24731316.5,24909233.7857143,310450.788363853
25087171,24621247.5,25381567.5,25171416,25429490.5,24869833.5,25075234.5,25090851.5,281459.622191917
25129769.5,24725801,25263782.5,24503310.5,25387099,25078502,24771979.5,24980034.8571429,319770.277222013
25041957,25035709,25267048.5,24621537.5,25542865,25240257,24700119,25064213.2857143,324313.457883966
24867115.5,24749301,25420951,24898236,25523523.5,24822430.5,24560119.5,24977382.4285714,356741.197027508
24944853.5,24643203.5,25357886.5,25235683.5,25862985.5,24766912.5,24654033.5,25066508.3571429,447544.668520893
24804037.5,24778349.5,25132753.5,24533713,25901214,25086520.5,24678365.5,24987850.5,455460.436178325
25387106.5,24953777,25072873,24598766.5,25617970,25001447.5,24982795.5,25087819.4285714,328249.409864083
25044319,24607765,25211625,24985124.5,25608489.5,24990399.5,24913340,25051580.3571429,305520.526921094
24922303,24399533,25173616,25418076.5,25554319.5,25044227,24803382.5,25045065.3571429,388414.788857835
24549601,24718391.5,25065086,25364286,25330199,25095612.5,24619657.5,24963261.9285714,334785.709940631
25092392,24994020.5,25190865.5,24775790.5,25609343.5,25187473,24561283.5,25058738.3571429,334175.105535845
24967140.5,24643951.5,25178853,24849972,24974302.5,25022313.5,24797808,24919191.5714286,172567.340112353
24915602.5,24580859.5,24874595,25086752,25478475,24825003,24738573.5,24928551.5,288162.539129684
24815228.5,24884610,25131508,24671385,25591693.5,25205267.5,24892161,25027407.6428571,308583.990136629
25102909.5,24999890.5,25021255.5,24518645,25588110.5,25021076.5,24805270,25008165.3571429,323139.817531915
25025198,24487063.5,24994239.5,24729797,25226816,24862258,24643793.5,24852737.9285714,252415.081462299
25005484,24343035.5,25448846,24871931.5,25374614.5,24835501.5,24704673,24940583.7142857,382839.925841386
24781135.5,24711146.5,25136772.5,24561331.5,24933198,24806926.5,24790982.5,24817356.1428571,179996.079827385
25166005,24728594.5,25255985,24596370.5,25062562.5,24799125.5,24505179.5,24873403.2142857,290570.827353943
25226477,24967726,25323544.5,25038154.5,25209748.5,24707821.5,24850579,25046293,221795.064330416
25181605.5,24363283,25087403.5,24992097,24850059,24614825.5,24719649,24829846.0714286,286607.39441924
25344865,24717996.5,25139434.5,24442873,25544169,24898235,24660862,24964062.1428571,395967.214121396
25114081,24889443.5,24997773.5,24539622,25703238.5,24899611,24670083.5,24973407.5714286,375434.683581071
25360976.5,24678796,25127908,24892133.5,25744581,24870006.5,24327169,25000224.3571429,462866.442087754
25102561,24581635,25142518,25424183,25136342,24561166.5,24564409.5,24930402.1428571,354209.604401913
24989856,24711879,24780887,24639185,25138648.5,24891210.5,24900805.5,24864638.7857143,170271.393532711
24933387.5,24981186,24764200,24611393.5,24896694,24854976,24568338,24801453.5714286,159947.504909795
24564841.5,24533767,24831518.5,24328382.5,25001273,24838976,24332718.5,24633068.1428571,262968.390813692
24758618,24325008.5,25294584,25176397.5,25180548,24678674.5,24574585.5,24855488,365698.813487046
24816099,24538768.5,24914611.5,24534322,25030537,24865450.5,24608110.5,24758271.2857143,197604.540841647
24825366.5,24567899.5,24905821.5,24469632.5,24887428.5,24903578.5,25044998.5,24800675.0714286,205445.978125522
25104148.5,24597285,25018894,24456400.5,25015338,24833813,24195588.5,24745923.9285714,339591.01994181
25024461.5,24383190.5,25054110,24839005.5,24753947,24773211.5,24639861.5,24781112.5,229561.946444564
24994534.5,24558660,25271838,24789978,24739590.5,24903839,24675323.5,24847680.5,235542.731692857
24967213.5,24875812.5,24923745.5,24362523,25051421,24684028,24615547,24782898.6428571,241193.111551324
24817349.5,24357141,24912771.5,24177595.5,25026522,24720188,24544050.5,24650802.5714286,306567.850400667
24864266,24103827.5,25195045,24910460.5,24758335.5,24510056,24512536,24693503.7857143,352632.30188338
24306797.5,24466794,25084822.5,24659889,25238663.5,24778707,24748192,24754837.9285714,325657.215321242
24564545.5,24792899.5,24727206.5,24470307,25015799,24544220,24306455,24631633.2142857,233321.40517086
24851277.5,24489413,24872992.5,24484072,25542456,24681719.5,24345494,24752489.2142857,400049.589041456
24815055.5,24159085,24769814.5,24648981,24651092.5,24361444.5,24427575,24547578.2857143,238713.323862686
24368249,24198579.5,24980412,25012489,25145850.5,24705762.5,24653235.5,24723511.1428571,349974.971732231
24417449,24641190.5,24834801.5,24139878,25206374,24581762,24294563,24588002.5714286,356410.757792236
24708262,24482804,24838694,24546582,25453393.5,24825999,24219520.5,24725036.4285714,387290.970695637
24561546.5,24472685.5,24785019.5,25047836,25480816,24542870,24353958,24749247.3571429,395008.621228672
24518213,24496449.5,25012980.5,24617717.5,25173947.5,24631124.5,24682729.5,24733308.8571429,258556.409152612
24840385.5,24648896.5,25086263.5,24266788.5,25040830,24574832,24317341,24682191,325379.587437247
24656098,24826571.5,24612626,24107323,24922792.5,24835217.5,24147353.5,24586854.5714286,331806.46485055
24502887.5,24545126.5,24503883.5,24497488,24546833.5,24704584.5,24379085.5,24525698.4285714,96705.5465749977
24752514.5,24506824.5,24380612.5,24548550,24630292,24756557,24865782.5,24634447.5714286,168563.496811891
24680152.5,24499430.5,24894800.5,24223546.5,25109134,24849083,24344383.5,24657218.6428571,318550.094002329
24556878.5,24631986,24740303.5,24052178,24922555.5,24741444,24825741.5,24638726.7142857,284952.029734079
24497086,24382345,24620935,24363244.5,24969458,24487757,24282776,24514800.2142857,228535.984772249
24307076,24347127.5,24382832,24380221,24721882,24818679,24856717.5,24544933.5714286,242407.075315888
24354620.5,24386648,24430767.5,24191442,24769776,24515952,24370789.5,24431427.9285714,178325.105857585
24310802.5,24482853,24388338,24329146.5,24727639.5,24772699.5,24709212,24531527.2857143,200310.453344481
24192383,24162827,24851396.5,24288208.5,24545480.5,24327587.5,24350891.5,24388396.3571429,239265.984982668
24312487,24478370,24874016.5,24508869,24804972,24548914,24705855,24604783.3571429,198542.984921132
24173001,24571815.5,24815484.5,24186970.5,25124594,24228668.5,24359950,24494354.8571429,363486.158932922
24319755,24433370.5,25350723,24073187.5,24336187.5,24593645,24159176,24466577.7857143,425592.115466485
24354395,24378624,24887203.5,24352107.5,24826814.5,24174857.5,24281737.5,24465105.6428571,276698.470020272
24446028.5,24250023.5,24811031,24559497,24544251,24554301.5,24518638,24526252.9285714,166388.608620359
24275123.5,24129503,24782234.5,23998745,25490043,24455456.5,24330585.5,24494527.2857143,504878.077545531
24576901,24190151.5,24446284.5,24073601.5,24856682,24766639,24195095,24443622.0714286,304318.106908904
24401390.5,24104658,24947802.5,24817039,25089864.5,24340056,24087252,24541151.7857143,408062.244784099
24196628.5,24022651,24612825.5,24809392.5,24347451,24688408.5,24631072,24472632.7142857,288402.409399733
24288931.5,24142032.5,24370851,24248437.5,25046937.5,24469940,24176200.5,24391904.3571429,309771.816834413
24389984.5,24209293,24383005,24047772.5,24904391,24453926,24277851.5,24380889.0714286,267863.295091518
24569049,24105367.5,24954155,24746411,24289471,24537385,24113538,24473625.2142857,320853.364655084
24427388.5,24163423.5,24547995.5,24625623,24173093.5,25077212.5,24484968.5,24499957.8571429,310083.037236898
24598232.5,24097447.5,24568042.5,24169220,24911282,24612464.5,24216144,24453261.8571429,298000.986451068
24668131.5,24587802,24435508,23971409,24514749,24956048.5,24298490.5,24490305.5,307595.789544493
24675415.5,24248395,24325460,23948020,24730676,25232587.5,24110407,24467280.1428571,440341.959936888
24676686.5,23931155,24104628,24433869,24269911.5,25669195,24379091,24494933.7142857,570071.934384005
24736138,24230984,24293221,23951293.5,24595582.5,24911243,24618316.5,24476682.6428571,331767.202719481
24674713,24477774,24279042.5,24032272,24399988,27489808,24231011,24797801.2142857,1204098.60772515
24886498.5,24087074,24660157,23839047.5,24625764.5,31014368,24320271,25347597.2142857,2524498.62489414
24554466,23898998,24458248,24310517,23969226,31014371.5,24251059.5,25208126.5714286,2571395.30052717
24503495,24295591.5,24583673.5,24248121,24634955,31217940.5,24689979.5,25453393.7142857,2547369.62172255
24373697,24671543,24359771.5,23892414,24374724.5,31037383.5,23925286,25233545.6428571,2573938.38685492
24454713,24276044.5,24565066.5,23828116,24566564,31386342.5,24022176,25299860.3571429,2698267.72112235
24276670,24328410.5,24078935.5,24363913.5,24864863.5,31362156,24094098.5,25338435.3571429,2669000.547239
24236046,24008294.5,24124237.5,24092124,24468463.5,31030595,24619327,25225583.9285714,2568968.87799388
24586333.5,24572195,24069002.5,23838039.5,24751296.5,31176381,24336872.5,25332874.3571429,2596301.28084937
24453186,24582446,24344193.5,24056526.5,24970224,31053512.5,24710820.5,25452987,2486186.02582436
24410591.5,24422155.5,24093182,24589370.5,24364836.5,31246555,23949692.5,25296626.2142857,2632564.02976103
24490407,24539044,23941799,24439907,24412184.5,30945030,24638473.5,25343835,2479842.45491532
24427816,24630089.5,24050342,23981025.5,24421682.5,31277283,24184443.5,25281811.7142857,2653686.99981452
24573177.5,24368307,23909991.5,23797527.5,24193005.5,31304139.5,24198354.5,25192071.8571429,2707799.88841188
