mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,mode1:,,
198384,205282,194736,205071,200951,205354,197758,206491,195118,201801,201094.6,4419.16422968064
197888,204770,196755,204730,198075,204383,197947,205649,193436,201086,200471.9,4232.1164773406
198642,205463,216397,237403,198955,204548,200877,205931,194548,197653,206041.7,12593.9495795049
196834,203516,195056,216528,196700,203247,198402,207030,192149,195925,200538.7,7216.90218322392
195890,202197,192250,206356,196398,202120,198418,206329,192083,195391,198743.2,5273.98459526676
195353,201510,191606,210805,195300,201517,198156,205149,190578,194654,198462.8,6316.73049747872
196069,207517,192123,194999,196813,200302,198821,204314,190583,195412,197695.3,5226.82399954525
193471,200679,189678,207880,193572,200167,193765,203837,195672,192767,197148.8,5739.01164158274
192960,199973,189174,199359,193283,198861,192275,200270,199339,192346,195784,4144.78920520158
193988,198954,190361,207618,194577,198773,196726,199399,190494,197080,196797,5016.36860687091
194013,198761,189574,191448,193465,203092,196408,198877,189213,195532,195038.3,4419.47050750049
190496,197580,186858,190177,190963,197792,189753,197979,186716,190005,191831.9,4348.69197320042
190931,198396,190576,235015,191645,197808,190256,198859,188123,191273,197288.2,13801.0665835813
191731,197468,191195,195041,197655,203073,190556,198892,186587,190655,194285.3,4976.90084401037
188876,195168,185424,193114,189220,195052,188466,196900,184753,188124,190509.7,4257.73904659373
187933,194412,190787,196892,190218,194166,187094,197092,191263,187344,191720.1,3757.41800975084
187396,193475,183958,192741,188218,193518,190268,194128,183270,186852,189382.4,4040.4599353154
186552,193648,182707,190213,186983,192909,195379,193956,189817,186107,189827.1,4156.22647896436
185743,192848,182462,188987,186073,192143,187445,192595,185342,185165,187880.3,3613.23957596688
185679,205811,181521,188124,185558,195070,184341,191814,188681,184178,189077.7,7086.38594693296
184775,193586,180784,188918,184918,216578,184059,191404,183869,184172,189306.3,10341.3487950074
184965,190148,179657,183837,184208,196920,183004,190842,180619,183241,185744.1,5312.25401940332
185109,191525,181060,184049,185045,190970,184598,191695,181013,184981,186004.5,4020.07999505814
183292,191532,179176,182006,182849,188642,181751,189700,179328,183091,184136.7,4312.34999223806
183529,192073,179484,182062,183358,189032,186879,190330,186869,182765,185638.1,4035.38059474499
181494,187703,177648,181032,181880,187086,184089,188049,184879,180437,183429.7,3492.60297867746
181225,188636,176556,179737,180721,186377,183197,187762,177419,179699,182132.9,4228.55881543057
180547,191447,175743,179365,179813,185961,182632,186725,176289,179129,181765.1,4954.84289357392
179380,185128,175128,179144,179837,185181,181768,185965,175562,178222,180531.5,3898.12616664868
179612,184611,174445,180049,178673,184591,181345,190189,175139,177574,180622.8,4788.54240870852
177893,183914,181075,182167,178016,184139,180292,194936,174284,176930,181364.6,5708.89676440787
177020,182688,173308,178891,177440,183221,179769,184104,173725,195442,180560.8,6417.24352039098
176644,182267,177294,175588,176730,182747,178997,183217,172975,175906,178236.5,3460.83404366314
175875,181420,172060,175304,176803,182462,178460,182322,172445,174964,177211.5,3842.09978035738
175275,180926,172121,175531,175182,183003,177690,181384,172751,174253,176811.6,3780.55634353817
177076,181118,171122,172986,175395,180710,176869,181054,171341,173656,176132.7,3888.78024435541
174021,180346,169935,175986,174639,179953,178685,182679,170749,173470,176046.3,4253.59766811839
173311,178570,171143,200034,175257,179285,178640,179353,169924,172997,177851.4,8539.27966256847
172578,178595,168732,171168,172257,178721,179133,179343,169046,171952,174152.5,4315.77522970478
171689,178202,168136,170727,172519,177404,179488,178324,168966,171106,173656.1,4258.66393889497
171520,177514,167457,169982,171289,177642,173662,178152,178327,170719,173626.4,3993.22930304117
171709,176523,167058,170178,170747,177695,170063,177777,167468,169658,171887.6,4018.1759322138
170931,176300,169587,168510,170241,175954,169068,176806,168082,171970,171744.9,3378.9997024103
169560,188782,174444,167852,169454,175021,168177,176600,167331,177821,173504.2,6626.62538216516
168318,183610,164800,169831,168803,174758,167725,175894,166610,170378,171072.7,5570.19997745942
167778,174550,164368,167288,169532,173814,166785,175931,166111,169415,169557.2,3922.84740122954
167152,173546,163606,171224,167892,172716,166318,174592,165286,167875,169020.7,3751.70592456878
166348,177624,163016,168078,167022,173261,165709,173445,164975,167316,168679.4,4579.31057887296
165661,173752,162424,164733,166629,171598,165137,173169,163668,166777,167354.8,4029.90470799938
165130,171846,161626,164420,165653,171076,164095,172446,161721,164339,166235.2,4057.12801539874
165173,171292,160941,164033,164953,171048,163742,171994,160850,164011,165803.7,4161.33205302768
164399,170174,160579,163000,164770,170482,163103,171210,160268,163139,165112.4,4064.39087140442
163509,169591,160022,162173,163508,172279,162312,170572,159895,162622,164648.3,4472.56063992181
162700,168902,160131,161803,163384,176563,161753,176990,159364,162150,165374,6528.13861508606
162069,168362,158847,161237,162349,167932,161197,184276,158713,163601,164858.3,7563.41761448561
161418,168015,157983,160655,161416,167643,160141,168229,158141,160668,162430.9,3996.0320166107
160877,167389,157132,160194,161975,167038,160119,168403,158152,160433,162171.2,4002.07789918076
160281,166268,156679,159808,160814,167494,159140,167516,157043,159278,161432.1,4126.35441602714
160429,165265,155872,162979,160309,165339,160823,166202,156237,160818,161427.3,3590.40489979117
160704,165094,155760,161502,159743,165222,160608,167364,156220,161762,161397.9,3748.53080701108
158491,163804,154948,163495,158856,164290,159871,164802,155060,161045,160466.2,3660.54196958744
157768,163353,154084,169860,160562,163525,160474,164599,154382,160469,160907.6,4785.44717984758
156824,162554,155125,159790,157204,162685,161506,163758,153445,159866,159275.7,3489.30005875104
156564,162052,153369,158686,156803,161998,164016,163186,152832,166607,159611.3,4663.41574980781
155848,161819,152685,158246,156062,161090,158584,162500,153933,161360,158212.7,3476.88049997568
155383,161433,152085,157742,155056,163826,157999,161867,158274,156912,158057.7,3535.1661299954
154506,160559,150971,157132,154554,161437,160355,161016,151037,156600,156816.7,3995.66887878474
154088,159935,150810,156795,154376,162631,153142,160712,150480,155742,155871.1,4137.33074041169
153316,159296,150385,151955,153577,159211,154530,159312,149781,152432,154379.5,3657.80441886477
152955,158058,149938,151738,153181,159114,151854,158691,153110,151804,154044.3,3303.2866142004
152056,158033,149236,157572,152830,158077,151403,158898,152305,151292,154170.2,3561.23192792107
151625,157166,148396,152503,152072,157640,150970,158691,157932,153178,154017.3,3552.72174380275
150918,157081,147465,149602,151612,156209,149986,157830,149966,150742,152141.1,3570.49425305673
150321,157717,146993,149210,150785,155870,149241,157682,161034,149655,152850.8,4767.72929414226
149831,155758,146922,148192,150143,155288,149721,156427,151305,149310,151289.7,3347.29575926598
148810,155207,146207,147739,149879,154638,148716,156509,145748,148409,150186.2,3856.21319143247
148630,154313,145257,147056,148631,154131,147643,155722,145055,154206,150064.4,4095.79861158562
147948,154100,144994,146850,147812,153528,146937,155398,144510,148160,149023.7,3883.75282569722
147386,152508,144104,146200,148067,152572,146552,153737,143939,147111,148217.6,3525.21026008063
146740,152122,143369,145374,147276,152326,145790,154076,143497,147248,147781.8,3776.05393087663
146156,151320,142817,145377,146702,151407,145795,176172,142662,154736,150314.4,9889.87070132309
147129,153282,147701,145518,148209,151995,145797,158079,144183,147044,148893.7,4279.76471445699
144751,150916,144297,143397,145109,151628,145192,151429,141358,144204,146228.1,3685.58044425991
144230,149951,144008,144020,144511,149640,143661,151528,140957,143778,145628.4,3449.90271038346
143429,149807,145893,142227,143881,149320,143004,152647,140246,143066,145352,3965.67615083901
142736,149349,147526,141873,142913,148321,142485,149553,139359,142431,144654.6,3649.43795368243
144148,148464,141878,141296,142440,151093,141893,149559,139027,142085,144188.3,4053.71248363768
141972,147456,141598,145191,141923,151026,141119,149102,138576,141574,143953.7,4035.09314363098
141447,147029,140801,144801,144013,167582,140875,149492,138418,140953,145541.1,8428.12404921101
140561,146302,146316,139477,140916,146261,142337,147986,137373,140499,142802.8,3621.93170682288
140231,145183,142882,138889,140632,145352,139686,147213,137680,143335,142108.3,3156.68117032923
140912,145437,139134,138429,140798,144795,139010,146717,136560,142902,141469.4,3366.52752847797
138510,147178,138711,138405,139503,144738,138500,146274,139409,138432,140966,3585.99752122366
138667,146844,137838,137165,138570,144107,137777,145449,135979,137946,140034.2,3876.56826472992
137360,145703,137191,136656,137955,143289,141250,144460,134848,138096,139680.8,3714.38204221854
137086,145376,136547,135966,137298,142844,136588,145631,135356,137503,139019.5,3979.33724939775
136237,145905,137633,135289,137229,141352,135954,143543,134117,137024,138428.3,3858.87966038504
136011,144277,135860,137156,136481,140882,154141,143197,132871,136713,139758.9,6180.8708385002
135867,143198,135452,134442,135443,141007,135040,141839,132060,135085,136943.3,3688.04459029443
134715,142673,135457,138591,134910,140701,132316,141972,131809,133787,136693.1,3991.24596112821
135016,149133,152380,133399,134559,139518,131170,140459,131119,133272,138002.5,7433.73701818645
134167,156575,133677,135003,133802,138162,130638,139870,130633,133337,136586.4,7592.18788843725
132645,142282,133658,131962,132889,138429,132664,139536,130168,132057,134629,3978.88278568523
132157,143537,135607,131208,132763,137484,134135,138720,129762,131855,134722.8,4190.34673187474
131856,139931,134089,130723,132475,137179,129122,138570,129196,131265,133440.6,3873.85760077873
130963,138858,135745,130316,131418,137127,129504,138078,128223,130643,133087.5,3930.59201789134
130475,138037,135713,129652,131005,135906,127950,137333,127755,129812,132363.8,3953.12227654715
130762,138036,130177,129477,130314,135510,127802,136965,129243,129780,131806.6,3609.3603065117
129094,137252,129481,128479,129991,148903,128890,136493,130668,128759,132801,6499.91517893375
129166,136344,128752,128147,129057,137217,126209,135651,131488,134905,131693.6,3983.34287864965
128883,135916,129094,127491,128485,137526,125483,154023,132355,130237,132949.3,8289.38323734375
128161,135592,128409,126868,127932,134518,125023,136508,141366,127083,131146,5409.54214534116
127331,132582,127217,126281,127486,133733,126104,134246,128608,126552,129014,3213.40179733427
130269,131241,126966,125861,126671,132712,123641,132705,124361,126046,128047.3,3390.21589119172
129717,131008,126097,125121,126373,132508,123326,133048,123977,125310,127648.5,3596.12573164201
130860,129920,129111,125005,125987,131864,122432,132263,126706,125096,127924.4,3337.98512745505
130032,130784,127326,130196,126979,131803,123305,133311,128010,130078,129182.4,2852.85148579452
127989,129382,124548,131789,124939,131514,121734,131827,127132,127848,127870.2,3406.16303517935
127135,128030,123718,129564,126527,181097,120774,131156,125368,126813,132018.2,17486.6437145611
128208,134818,129389,127520,125064,136233,121695,131322,126087,128407,128874.3,4372.39339619745
126659,127944,125765,126154,123622,128648,125479,129649,125382,127351,126665.3,1774.09357450815
125706,129910,122876,123766,123414,142332,124122,128946,124930,126723,127272.5,5785.29894070595
125524,126052,121608,121179,121958,138589,118941,128163,123519,121395,124692.8,5601.22394957864
124546,126612,122134,121228,122091,126442,118109,127368,127366,120564,123646,3262.99865495256
124045,125040,120528,120265,121289,125225,118038,126971,118808,120092,122030.1,3050.2337414988
119885,124708,120482,119643,120544,125325,121199,126369,118148,119926,121622.9,2794.61627061749
119020,124258,122087,118792,119767,125760,125471,124504,117585,119310,121655.4,3113.77542185974
118920,123790,121282,119421,119244,124515,122254,124090,117305,119590,121041.1,2513.67095212471
118567,148702,118475,119341,119511,123858,121818,123792,117650,119321,123103.5,9256.1828615616
118273,157062,117989,117287,118137,123485,121082,123526,115895,117249,122998.5,12255.1905579273
118729,123287,119463,117926,119055,123453,124815,125219,120098,118873,121091.8,2781.03768802622
117513,116470,116815,116346,117034,122306,114188,122950,120292,125161,118907.5,3551.592264198
116285,115902,115931,116162,116692,122435,113846,122292,117911,115649,117310.5,2844.87692567222
116553,117111,116750,116419,117451,121815,120434,122158,115128,116320,118013.9,2496.30813847614
115295,115412,115416,114430,115536,120800,112482,121081,113645,114764,115886.1,2829.23026241728
114654,114123,114522,114677,115052,120551,111895,120105,112840,114184,115260.3,2836.15365709735
114551,132276,114356,114336,114723,119075,111705,119162,112349,113655,116618.8,6027.81260860392
113571,115479,113640,112959,113893,118901,115447,119063,112020,113054,114802.7,2443.03622795715
113046,113583,116503,113310,113225,117810,113941,118347,111575,112914,114425.4,2287.45609308196
112394,113227,116007,111759,112998,117918,113552,117536,112765,112093,114024.9,2271.59505634257
112265,112713,115491,111878,112429,117048,114481,116922,110445,111620,113529.2,2309.55136576589
112173,111748,114731,111342,111932,118208,115929,116622,109939,111061,113368.5,2783.48483619605
111020,111321,110683,110546,111162,117784,112325,115184,109349,117279,112665.3,2984.02837527468
110375,110801,110227,109947,110682,114016,109022,118052,108797,110822,111274.1,2771.0951886293
110293,109873,109621,109917,109911,114153,107855,132785,112732,109648,112678.8,7280.82047879526
109684,109244,109275,109702,111024,113175,111482,120203,122396,109863,112604.8,4767.2762966802
109769,108761,108977,109072,109060,112222,110831,111995,110327,109595,110060.9,1257.04816932367
109319,107992,108109,107981,108373,111818,110804,112767,106987,108094,109224.4,1917.70917734908
107895,107500,107804,107710,108241,110763,107765,111507,106108,107676,108296.9,1606.694636686
107516,108252,107264,107216,107508,111193,106915,110875,105377,107156,107927.2,1791.14307388079
108375,107544,106817,109152,106672,110466,106676,110864,105680,106477,107872.3,1776.83307851044
106661,107080,106147,106305,106420,111122,105870,110131,104761,105957,107045.4,1994.98422160288
105916,106252,105769,109804,108709,123644,105712,109844,104063,105852,108556.5,5642.30040261358
105739,105391,105054,107242,106427,122747,106016,108927,103395,105212,107615,5511.73620558894
105067,105132,111168,104547,105888,107821,105144,108619,103049,104953,106138.8,2379.91091336536
104041,104048,106624,104252,105269,106827,108557,108010,102367,104387,105438.2,1987.00695072318
103805,103556,103763,103463,105039,106723,108604,107035,102193,103897,104807.8,2006.44626696611
103375,103022,103141,103484,104320,106103,103698,106226,101389,103311,103806.9,1446.90093725252
102726,102487,102759,102559,102890,106087,102610,105546,102808,106271,103674.3,1597.08735237341
102549,101957,102234,102015,102257,105388,102594,105289,105431,105748,103546.2,1666.16997932384
104034,103495,102988,102874,103710,105917,102876,105987,103962,106914,104275.7,1462.54990798035
107887,101920,102406,102110,103377,105862,102875,106366,104502,106465,104377,2138.89374314023
104753,100804,100983,100826,101133,103400,101211,103951,102556,104441,102405.8,1604.9742677065
104227,100026,100390,100040,100893,103330,100898,103907,102370,103923,102000.4,1731.09260295341
104651,107443,101016,101547,101173,104640,101508,104751,102598,104321,103364.8,2118.93483723413
100400,99127,99345,102273,99971,103185,99999,102123,101121,102941,101048.5,1493.7826147067
99814,104847,99345,99105,99377,101449,99039,101637,97109,102398,100412,2192.40912645833
99970,103031,100361,100185,100092,103038,99894,102278,97900,99402,100615.1,1659.14833909181
98275,97742,98274,97955,98187,100568,98520,100727,97593,97867,98570.8,1129.45530628214
98167,97364,98048,97256,97718,100032,97969,100271,95771,98175,98077.1,1303.618762437
97334,96986,99293,97185,97165,99401,97065,99421,95162,97012,97602.4,1366.70115403641
96556,99372,98829,96304,96870,99185,120132,98961,94716,96638,99756.3,7323.89582197283
96341,112879,96057,98491,96420,98291,96940,98905,94458,99919,98870.1,5178.31528695493
95969,130842,95900,95297,96301,98333,95893,97821,96308,99264,100192.8,10843.7588583377
96037,96880,95608,94751,95345,97694,95781,97931,93812,98632,96247.1,1515.43909661707
95245,95666,94331,94230,95689,97149,94637,97080,101117,94432,95957.6,2099.35091556097
94369,97710,94082,93803,94685,96677,98280,96215,92835,94085,95274.1,1823.82732187014
95515,94324,93991,93655,94684,96306,94187,96027,92182,93806,94467.7,1229.44540794259
93792,93585,93283,93020,94425,95771,93405,95496,94122,93229,94012.8,954.915447100481
92688,93156,92633,92750,93157,100666,93163,95007,91107,92708,93703.5,2622.23997757642
92311,93091,92133,92981,93009,100192,92698,94568,91111,92695,93478.9,2513.91060788653
91880,92501,92473,91690,92363,97392,92078,94049,90227,98111,93276.4,2542.7681416563
91349,93585,91844,93551,92062,98663,91890,95121,90762,91313,93014,2386.08861714918
91146,91869,91227,96487,91709,93824,91336,93701,89243,93189,92373.1,1995.7138210564
91144,91456,90670,88879,90865,94219,90726,93085,89233,90582,91085.9,1593.8048430651
90287,90929,90034,88187,90297,93309,90015,92094,88856,92185,90619.3,1560.05420489873
90896,89881,89639,88059,90364,93127,89755,92051,88340,89532,90164.4,1549.06353072501
411629,401669,392145,398900,415744,441552,460529,470235,392865,393679,417894.7,29175.2328717737
398385,357817,344657,382082,363374,380681,429624,465596,348033,342714,381296.3,40200.87238426
338329,326352,319928,315998,318804,358012,359096,341718,323934,317829,332000,16394.5188333717
318470,317167,318315,311427,317075,328615,310385,326968,342468,317208,320809.8,9524.97284685544
316405,314614,314526,308295,315176,325594,308110,325647,315216,313979,315756.2,5923.30571743703
316874,341734,315319,308925,315731,326275,309180,326057,310522,321354,319197.1,10128.5348775954
314543,329729,312369,306230,313628,336528,306634,323764,319837,319041,318230.3,9709.67467185865
313499,312198,311333,305986,312654,330308,307217,322080,313937,313420,314263.2,7098.8339073713
312382,311299,311831,306968,311823,321396,305273,322626,317826,310103,313152.7,5741.86547406174
311478,310228,312159,308089,310347,331181,306357,320374,312589,312286,313508.8,7218.86500466351
310000,309932,310892,316029,309129,338384,305003,321950,319832,312729,315388,9575.09477759881
308939,307397,308145,305720,308094,319141,308382,340429,307416,307313,312097.6,10621.2115044482
309060,306684,309576,300850,307377,315744,300222,317124,301599,306316,307455.2,5787.00309697899
308712,306032,310622,299504,307032,314421,299370,316388,300250,305601,306793.2,5978.59715615257
306120,304503,300385,307435,308209,314706,303439,315002,299608,304345,306375.2,5231.32275178404
304813,303452,311056,298400,306264,313981,308326,313837,298118,303494,306174.1,5675.70027886917
304015,302824,298405,297560,304262,313320,302678,313514,311813,305526,305391.7,5748.03450561823
303240,301986,297311,303089,304090,310938,301271,312700,297759,304399,303678.3,4939.21041935517
302673,307500,296827,297652,302891,338001,295049,310785,298540,302993,305291.1,12487.1966736601
301895,303051,302069,305334,301929,311197,297784,310338,295821,303415,303283.3,4805.51037987758
300070,298232,298417,297902,300217,308023,293427,308806,294959,298860,299891.3,4964.2826951915
299066,298082,293301,300563,299602,309536,292217,308040,292879,298081,299136.7,5897.20623214454
298288,296892,292412,300038,298380,313676,290731,309641,292057,296788,298890.3,7451.95176596187
297369,297022,290614,299180,297263,310408,289961,306537,291429,297961,297774.4,6599.47954513586
296461,295847,303019,290091,296551,304241,289311,305324,290007,295170,296602.2,5937.58697339809
295844,295099,292278,288838,295658,305709,288101,314922,289444,294117,296001,8348.84163621916
296366,294727,288314,287938,295704,308221,288329,302972,288454,293340,294436.5,6849.90511288701
293731,293749,290889,294145,296867,304251,290331,302079,292917,292261,295122,4636.53810030238
292631,291333,294952,295178,293748,300520,299148,301184,295258,292000,295595.2,3529.28440338831
292398,290173,290153,287291,293881,303989,289007,300485,287929,293003,292830.9,5456.74995762129
291068,289293,288537,284179,291494,298702,288304,299417,296771,289699,291746.4,4973.43990502438
290617,293398,292874,283011,290245,298104,288825,298710,283164,288735,290768.3,5317.06819904854
289238,292082,295707,284158,289165,318337,287981,297941,283682,290263,292855.4,10004.9211135765
288604,286782,284851,283445,289086,300775,290593,295990,284576,289478,289418,5387.81914239065
287596,285740,281660,280591,288126,296628,287293,295456,280979,286377,287044.6,5514.73199107022
286745,284721,280020,279730,286361,301489,279857,296230,282607,284814,286257.4,7241.46589211512
286026,284182,286120,288264,286486,292901,281964,294116,284928,287481,287246.8,3745.54680179603
284883,282937,298014,287196,284901,291894,280218,293408,283426,286831,287370.8,5468.88578536189
284059,286872,308337,279615,283541,291040,293570,292089,282747,291883,289375.3,8174.0236120965
283401,282229,284922,278379,282833,294345,285092,290593,279584,286465,284784.3,4812.11445901557
285057,280773,282773,277254,282445,289224,277257,290106,278637,305294,284882,8468.38088945513
281816,279669,283352,278856,282673,287600,274451,288907,274530,312964,284481.8,11088.8528592156
280577,278879,285871,277464,280285,287727,280568,288513,273647,279249,281278,4710.06987445221
279028,278488,282282,272531,279052,286632,278201,287770,272444,277881,279430.9,5066.89024616349
278445,277080,273676,271792,278762,285507,272340,286360,278017,280448,278242.7,4972.65319410965
277454,276077,272396,278741,277612,284615,275496,285192,273423,278714,277972,4207.19589909162
276791,281623,271768,280239,276819,283467,269717,285127,270668,277691,277391,5367.27447903806
276013,274212,271915,278143,275571,282304,270828,283678,271478,278096,276223.8,4402.56677152974
274644,272998,269915,280844,274940,286110,268137,282160,268313,274872,275293.3,6053.63503378113
273745,272049,268902,274728,273879,285696,266897,285228,267362,274943,274342.9,6561.66605621875
272289,271529,279543,267563,273216,279775,265914,281671,266747,272113,273036,5639.73911926193
271570,270575,268582,266686,272100,277914,265622,287918,265918,278234,272511.9,7027.06602992237
270964,270083,265426,266520,271289,277382,264427,279010,264759,270029,269988.9,5053.3775822601
269913,268676,264226,267139,270383,279657,263523,278547,264183,269671,269591.8,5617.15107307768
270813,270496,263354,263411,268740,281139,262713,278389,262963,268417,269043.5,6502.206193969
268521,269916,262678,268928,268621,288268,264174,276294,264656,267942,269999.8,7445.55976255498
267363,266264,263984,273571,269445,274187,263610,275060,263914,267011,268440.9,4419.60336204255
266581,265546,269554,263969,266731,274325,270466,274002,260680,266414,267826.8,4297.52530339652
265946,265177,259632,261062,265850,273160,259780,274219,260107,264988,264992.1,5257.13211741916
264553,267983,259048,266295,265512,271689,268506,272100,267243,264095,266702.4,3811.9220057312
263465,262610,258207,265668,263525,278144,265054,272385,258093,263188,265033.9,6102.08890371886
262840,266388,258022,260575,263705,277519,262552,270985,257572,262314,264247.2,6071.8226222079
262243,264432,256766,256476,263093,295779,260611,270382,256703,263976,265046.1,11630.7125648718
261258,260099,255698,257617,261710,280255,259481,268589,255913,267334,262795.4,7493.37617425476
260310,259593,254499,255014,260935,266994,259468,270763,254264,261877,260371.7,5336.89064801677
259251,258350,253421,265277,259933,265844,261749,266925,253381,259639,260377,4738.78927340917
258457,257411,252906,257520,258598,266034,257458,290411,252924,263694,261541.3,10929.9985061501
258297,256631,254988,255604,257531,266645,256786,265009,251872,260117,258348,4511.14947164861
257354,255563,256112,251038,256900,268798,255997,264212,251170,257273,257441.7,5404.30353309081
255639,254732,250392,250034,256447,267404,255063,263286,256556,256094,256564.7,5271.77880690084
256955,253760,249509,260524,256001,261995,265503,262082,254284,255414,257602.7,4823.19189034721
254667,253116,249891,263889,256636,260183,256362,261306,248430,254710,255919,4884.67674354085
253878,254915,249458,259761,253828,258892,271388,260479,247856,261219,257167.4,6769.95565716645
252473,253693,246988,254013,252993,258215,254901,259436,246796,254330,253383.8,4068.11386271328
251883,250954,253911,245579,251947,257289,260774,258805,246310,254540,253199.2,4963.23473821929
251117,249493,252690,245249,251653,256514,284418,257770,253983,255786,255867.3,10679.8827506048
250100,252802,248924,248139,249870,255257,245146,256944,244069,263037,251428.8,5741.091046134
248820,254765,248290,250141,248944,255095,243928,256527,243415,252125,250205,4485.0898665591
248337,247538,247249,252084,247452,260822,243770,255224,242545,249376,249439.7,5408.59577277997
248332,246575,246533,247407,247213,256712,242041,256410,242145,250914,248428.2,5036.96943277073
249204,245954,247676,243448,246448,259674,241524,253163,243364,248563,247901.8,5327.71130348983
245601,244790,245303,240174,245393,253398,240343,252415,240534,245743,245369.4,4597.95551667623
245052,244032,247585,239454,244308,250104,239569,252115,239196,251396,245281.1,4931.01065705602
244834,242690,253659,238965,244445,251713,239402,253179,238758,244069,245171.4,5772.58604093521
243356,241962,243413,237946,242767,251520,237969,267927,237437,243287,244758.4,9106.3974850407
244626,243574,242196,247905,241807,247427,238336,248508,239251,242759,243638.9,3509.07523272
243880,243192,295263,238170,240806,246499,238460,248515,238590,243180,247655.5,17082.767445912
240721,239825,243716,235966,242698,248010,234655,246857,235144,240641,240823.3,4653.22402092236
239760,238473,240014,246352,241218,248222,238087,246907,234437,240084,241355.4,4419.29341260191
239145,238013,238703,233490,238431,244032,242182,244930,241485,254383,241479.4,5614.62358884765
238465,237042,233671,232899,236841,243060,236817,244682,238671,245782,238793,4392.05343015466
237531,236436,232454,232331,236123,242265,239284,243079,236694,239783,237598,3620.75299105341
236394,240431,231822,230974,235300,241283,233996,242376,235074,241575,236922.5,4203.21142434898
237001,250847,230804,230394,234862,240756,235533,241675,230255,235610,236773.7,6354.09198076326
235249,234166,230517,229250,233596,254270,229371,240573,229484,234602,235107.8,7604.34001519308
234190,237443,229928,231093,232659,262895,228641,242566,228696,233876,236198.7,10303.9458466702
233470,234453,228795,230994,231978,237869,234818,239512,227856,233220,233296.5,3653.4777419756
232454,234432,236153,226378,231824,236769,227091,238398,227015,236976,232749,4555.61736272435
231480,230527,227133,226112,234989,235969,226321,237362,226139,238476,231450.8,4941.42601550065
231539,232265,227287,224834,230219,234801,229309,235943,225335,246781,231831.3,6414.12115829857
230549,231102,225138,223808,229674,234355,228933,235459,224530,237453,230100.1,4700.76935665264
229272,228100,224485,224131,228813,233285,223390,234928,223553,236327,228628.4,4852.9455019034
231018,227409,223981,223108,227736,232387,223039,234996,223408,231083,227816.5,4380.09718943414
229263,226437,224759,223907,226710,231613,224364,232668,224000,228833,227255.4,3200.22663086365
228815,226008,224386,222762,227283,230733,223193,232031,228226,228438,227187.5,3093.19817413053
226073,224683,228518,225557,224800,231127,223959,231808,220796,225382,226270.3,3343.88304055164
224977,223984,227681,224342,223968,229234,237537,230882,219673,225679,226795.7,4899.11747267925
226543,222910,228981,218596,223051,228738,222971,230006,221295,225776,224886.7,3723.16293402979
225737,222382,227180,218090,222427,228181,219827,229205,220454,224541,223802.4,3765.53045399981
222535,221362,222800,217619,221296,227115,219828,228464,218837,221823,222167.9,3390.18427719399
221923,225283,217853,224009,222172,226085,219012,227566,216710,221105,222171.8,3607.59984230821
221059,224621,216056,245424,224625,231379,215775,233153,215847,224930,225286.9,9358.14278167534
220386,218966,215560,218506,219799,224541,215301,227509,215788,230645,220700.1,5254.05791217079
219173,218240,216923,219516,220716,223554,214336,224278,215021,220656,219241.3,3274.03906343356
218606,217289,217993,217881,217600,223121,213791,224094,213974,217661,218201,3300.56749329229
218332,216447,213490,212083,216442,221669,212819,222870,213129,216875,216415.6,3714.99424853749
216805,215714,212745,211435,215471,221096,211801,222196,212287,237288,217683.8,7838.99535513179
218315,215606,213942,212432,214946,225372,213365,221441,211268,218694,216538.1,4406.14972888273
217789,214151,212737,212269,214895,225173,212504,221416,211537,216966,215943.7,4458.78291938756
215522,213351,216857,209177,213737,218318,209450,220303,210229,216088,214303.2,3814.6930501243
213823,212631,213064,208687,213104,217647,208682,219469,209383,212435,212892.5,3571.56076215676
215831,211743,208359,207107,211484,217230,207752,218955,208222,211656,211833.9,4217.60006665191
212311,210827,207769,206860,211457,216391,207088,217938,207875,211557,211007.3,3831.36572835907
211639,209924,206881,206520,216914,215490,206211,216523,206877,210457,210743.6,4266.31212589463
210585,209766,210993,215341,209934,215466,208132,215763,206143,209496,211161.9,3301.89785325551
210129,209288,209612,208082,210858,216561,214120,214787,205459,208930,210782.6,3393.8909234093
208982,207724,204301,210810,211065,216124,203980,214302,205053,208284,209062.5,4101.01354003563
208378,207001,211344,203648,207255,212212,203858,213119,205769,207290,207987.4,3306.54724918776
208345,206318,203049,202785,206749,211377,204983,212649,207532,206649,207043.6,3183.96346991886
207272,217779,202126,210527,206025,215030,203993,213006,202820,212112,209069,5413.96726583709
207151,205457,201235,201625,215008,218494,200838,211236,209889,204718,207565.1,6028.11933911951
205978,203813,208113,200636,203905,209533,209002,212249,200700,204855,205878.4,3832.71004208076
205377,203072,199646,206377,203372,208886,206287,209543,199875,203039,204547.4,3375.23718343533
204592,202398,199961,205473,202192,212836,204938,208907,198694,202409,204240,4187.43209563517
204323,203353,199318,198974,202280,207661,204795,207201,198274,217525,204370.4,5669.46229470759
204730,200689,199129,198857,201101,206478,209046,206987,198785,209452,203525.4,4285.24287396746
203443,199938,197997,197972,200071,205717,198476,205818,198560,203387,201137.9,3152.44034043469
200612,199540,195535,195525,199818,204249,195177,204942,195688,199745,199083.1,3598.9369557011
200433,198372,195442,194848,198637,203683,195474,204294,195963,199418,198656.4,3384.36264145686
