,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624938.9,2481202.6,2549213.7,2616723.4,2989459.4,2982178.4,2622159.5,2635596.1,3711076.8,4440147.5,2411600,1122672.2,763995.7,483147.1,139081.6,127972.5,216200.2,173663.8,43197.3,457447.7,67357.3,51755.5,141976,31578.7,20415.3,23267.1,99391,82274.1,21912.2,19432.3,152209.2,231178.7,41310.9,38429.7,95684.2,107671.4,62862.4,60229.4,60165.9,65919.6,215629.3,118775,63157.7,60979.6,58454.6,60618.5,58263.9,56750.8,60323.5,21701.5,47758.4,50842.7,40333.6,28781.6,28464.1,26113.2,25936.3,34855.2,28634.8,25291.3,42392.8,22865.4,22746.3,21876.2,87711.4,107902.4,76872.1,75341.5,116490.6,60040.5,59804.8,57658.5,58251,57428.6,55561.5,55872.6,55737.4,55928.3,55447.9,52787.5,52116.1,51207.7,50909,51621.1,50972.3,49787.2,49237.1,48842.6,48557.3,47705.3,47296.9,47597.2,47398.8,47076.2,45737.7,46576.4,47007.8,44381.7,44670.1,43972.7,44628.6,43070.8,43098.5,42224.8,41572.9,,,
5233661.78187218,3956885.17682988,4039974.46151551,4173359.17652699,4876875.97971008,4864366.3925983,4176593.74647848,4196646.62434527,6523488.3340906,7313093.0899555,3550639.97781358,2191033.13909802,425586.8051051,263611.904789113,72231.1906607296,104539.094028396,113956.032432396,101777.225150271,33360.3285157352,1221806.99679014,51400.2484690276,36092.546356554,148543.224920485,15017.95535018,6652.64941458163,8249.76645393337,66434.1534369852,23201.9038272964,5179.10879935492,8454.96578677617,70324.0973995875,73785.3543011379,13828.592845984,14124.0646105228,28119.9460794489,34132.0677962007,25401.0683904787,25709.8809893957,28542.7850718103,35564.3998034239,52015.3390518391,35833.087087526,41442.369682488,39117.8601755146,37706.9695007877,36041.8828039762,35659.9465084973,32443.7024493541,32843.1562032167,7227.88059069416,14979.7136614081,14827.3396059067,11357.9955704243,7846.98545373388,8096.19576577653,7362.08871026272,7438.62645699236,12020.0856883616,11616.6195771403,11970.1566224785,13884.3313190725,10019.8704826404,9746.0571406538,9608.50306065761,28500.3907583348,46802.2329671471,40822.3166103215,38819.5542056091,172534.153687643,13107.9935005748,12459.167823111,12150.4834494581,12109.6661757824,11708.135255264,10033.1294137638,10120.2093983606,9375.06044069406,9923.80162426566,9897.24115824427,8950.87694338133,8887.65236406355,7459.68387846742,7326.41748135548,7509.60456792944,7130.8249491595,6655.32950682718,6641.89297732373,6590.8483723013,6662.86570061595,5961.51489043589,5501.34285525917,5801.55009554439,5616.54844188137,5876.57346872591,4835.18240607322,6024.64559031391,8098.94382414563,4594.29982695949,4588.35115506891,4549.82451554148,4697.68179708531,4105.67043652232,3856.31745033753,4146.77220658832,4330.47429914502,,,
